coin,fundingRate,premium,time
SOL,0.0000103072,-0.0004175422,1710810000066
SOL,0.0000082483,-0.0004340137,1710813600414
SOL,-0.0000132339,-0.0006058712,1710817200303
SOL,-0.0000102025,-0.0005816198,1710820800052
SOL,-0.0000620086,-0.0009960687,1710824400106
SOL,-0.0000635049,-0.001008039,1710828000257
SOL,-0.0000199763,-0.0006598106,1710831600271
SOL,0.0000125,-0.0002196589,1710835200152
SOL,0.0000046513,-0.0004627895,1710838800262
SOL,0.0000125,-0.0002406704,1710842400133
SOL,0.0000125,-0.0000170046,1710846000139
SOL,0.0000125,0.0003359293,1710849600388
SOL,0.0000125,-0.0001653158,1710853200103
SOL,0.0000125,0.0001069724,1710856800122
SOL,0.0000125,0.0002841482,1710860400109
SOL,0.0000125,0.0002404598,1710864000409
SOL,0.0000125,0.000274073,1710867600096
SOL,0.0000125,0.0003533383,1710871200277
SOL,0.000018546,0.0006483683,1710874800224
SOL,0.0000145043,0.0006160348,1710878400360
SOL,0.0000255894,0.0007047149,1710882000233
SOL,0.0000313356,0.0007506847,1710885600402
SOL,0.0000264822,0.0007118573,1710889200346
SOL,0.0000125,0.0004859896,1710892800416
SOL,0.0000125,0.0005089214,1710896400256
SOL,0.0000125,0.0005302051,1710900000339
SOL,0.0000125,0.00056477,1710903600315
SOL,0.0000125,0.0005514575,1710907200022
SOL,0.0000125,0.0004857332,1710910800196
SOL,0.0000125,0.000444903,1710914400285
SOL,0.0000125,0.0003520482,1710918000143
SOL,0.0000125,0.0002018348,1710921600022
SOL,0.0000125,0.0001217817,1710925200369
SOL,0.0000125,0.0001552943,1710928800107
SOL,0.0000125,0.0001642136,1710932400399
SOL,0.0000125,0.0001031213,1710936000024
SOL,0.0000125,-0.0000739895,1710939600306
SOL,0.0000125,-0.0000752249,1710943200175
SOL,0.0000125,-0.0001655251,1710946800330
SOL,0.0000125,-0.0000463101,1710950400374
SOL,0.0000125,-0.0001018615,1710954000410
SOL,0.0000125,0.0000796504,1710957600194
SOL,0.0000125,0.0001716392,1710961200192
SOL,0.0000125,0.0002879794,1710964800212
SOL,0.0000125,0.0002838479,1710968400168
SOL,0.0000125,0.000082591,1710972000024
SOL,0.0000125,-0.0001761242,1710975600115
SOL,0.0000125,-0.0001985494,1710979200076
SOL,0.0000125,-0.000062118,1710982800191
SOL,0.0000125,-0.0001391935,1710986400113
SOL,0.0000125,-0.0000829484,1710990000303
SOL,0.0000125,-0.0000026192,1710993600047
SOL,0.0000125,0.000086798,1710997200104
SOL,0.0000125,-0.0000356159,1711000800156
SOL,0.0000125,-0.0000847916,1711004400265
SOL,0.0000125,-0.0001494885,1711008000267
SOL,0.0000125,-0.0000051654,1711011600055
SOL,0.0000125,0.0000293086,1711015200078
SOL,0.0000125,0.0000307647,1711018800092
SOL,0.0000125,0.0000316893,1711022400136
SOL,0.0000125,-0.0000737873,1711026000252
SOL,0.0000125,-0.0000635654,1711029600308
SOL,0.0000125,-0.0000103313,1711033200337
SOL,0.0000125,0.000080265,1711036800055
SOL,0.0000125,0.0000496214,1711040400351
SOL,0.0000125,0.0003401427,1711044000112
SOL,0.0000281727,0.0007253812,1711047600219
SOL,0.0000356403,0.0007851223,1711051200104
SOL,0.0000200284,0.0006602276,1711054800050
SOL,0.0000248333,0.0006986662,1711058400161
SOL,0.0000158323,0.0006266585,1711062000274
SOL,0.0000172928,0.0006383423,1711065600419
SOL,0.0000125,0.0004411108,1711069200278
SOL,0.0000125,0.000544598,1711072800057
SOL,0.0000125,0.0005425107,1711076400234
SOL,0.0000125,0.0005770565,1711080000166
SOL,0.0000335142,0.0007681139,1711083600169
SOL,0.0000264614,0.0007116909,1711087200125
SOL,0.0000125,0.0005463242,1711090800268
SOL,0.0000230382,0.0006843057,1711094400047
SOL,0.0000125,0.0005445363,1711098000122
SOL,0.0000233951,0.000687161,1711101600345
SOL,0.0000249117,0.0006992938,1711105200061
SOL,0.0000351685,0.0007813477,1711108800268
SOL,0.0000370532,0.0007964253,1711112400285
SOL,0.0000257039,0.0007056312,1711116000044
SOL,0.0000200301,0.0006602406,1711119600307
SOL,0.0000125,0.0005025469,1711123200320
SOL,0.0000125,0.0004849726,1711126800376
SOL,0.0000125,0.0004983349,1711130400134
SOL,0.0000125,0.0005004709,1711134000137
SOL,0.0000125,0.0004492259,1711137600076
SOL,0.0000125,0.0005382575,1711141200248
SOL,0.0000215372,0.0006722973,1711144800181
SOL,0.0000125,0.000531608,1711148400408
SOL,0.0000125,0.0004751711,1711152000366
SOL,0.0000125,0.0004593261,1711155600307
SOL,0.0000125,0.0003752957,1711159200367
SOL,0.0000125,0.0003741001,1711162800076
SOL,0.0000125,0.0005029093,1711166400171
SOL,0.0000125,0.0005941754,1711170000306
SOL,0.0000128437,0.0006027498,1711173600163
SOL,0.0000125,0.0005261101,1711177200079
SOL,0.0000261636,0.0007093089,1711180800319
SOL,0.0000125,0.0005031464,1711184400012
SOL,0.0000125,0.0005859334,1711188000079
SOL,0.0000125,0.0005438719,1711191600089
SOL,0.0000125,0.0005865597,1711195200011
SOL,0.0000125,0.0005202748,1711198800452
SOL,0.0000125,0.0004612224,1711202400011
SOL,0.0000145421,0.000616337,1711206000354
SOL,0.0000253938,0.0007031503,1711209600354
SOL,0.0000125,0.0004635607,1711213200319
SOL,0.0000125,0.0005405513,1711216800358
SOL,0.0000125,0.0005854738,1711220400406
SOL,0.0000177098,0.0006416784,1711224000318
SOL,0.0000316597,0.0007532773,1711227600441
SOL,0.0000357877,0.0007863016,1711231200344
SOL,0.0000383911,0.0008071287,1711234800093
SOL,0.0000473199,0.0008785592,1711238400299
SOL,0.0000249128,0.0006993021,1711242000448
SOL,0.000024167,0.0006933357,1711245600364
SOL,0.0000195643,0.000656514,1711249200131
SOL,0.0000125,0.0004355004,1711252800247
SOL,0.0000125,0.0003933543,1711256400257
SOL,0.0000125,0.0004396896,1711260000460
SOL,0.0000125,0.0004448042,1711263600227
SOL,0.0000125,0.0004348325,1711267200269
SOL,0.0000125,0.0004020194,1711270800039
SOL,0.0000125,0.000528463,1711274400341
SOL,0.0000140599,0.0006124794,1711278000245
SOL,0.0000125,0.0005952301,1711281600201
SOL,0.0000329856,0.0007638844,1711285200374
SOL,0.0000330986,0.0007647889,1711288800433
SOL,0.0000320718,0.0007565745,1711292400383
SOL,0.0000237695,0.0006901559,1711296000038
SOL,0.0000125,0.0005998981,1711299600023
SOL,0.0000125,0.0005201831,1711303200076
SOL,0.0000224912,0.0006799294,1711306800029
SOL,0.000029902,0.0007392158,1711310400171
SOL,0.0000326482,0.0007611859,1711314000150
SOL,0.0000343556,0.0007748446,1711317600344
SOL,0.0000473651,0.0008789208,1711321200297
SOL,0.0000619329,0.0009954628,1711324800416
SOL,0.000041915,0.0008353197,1711328400048
SOL,0.0000424033,0.0008392262,1711332000454
SOL,0.0000419382,0.0008355055,1711335600225
SOL,0.0000453285,0.0008626279,1711339200155
SOL,0.0000461906,0.0008695251,1711342800132
SOL,0.0000452868,0.0008622942,1711346400166
SOL,0.0000699645,0.0010597157,1711350000364
SOL,0.0000826217,0.0011609735,1711353600076
SOL,0.0000432939,0.0008463515,1711357200053
SOL,0.0000294951,0.000735961,1711360800191
SOL,0.0000274956,0.0007199648,1711364400279
SOL,0.0000370476,0.0007963807,1711368000384
SOL,0.0000429724,0.0008437788,1711371600248
SOL,0.0000416298,0.0008330386,1711375200139
SOL,0.000037283,0.0007982644,1711378800320
SOL,0.0000308662,0.0007469297,1711382400362
SOL,0.0000125,0.0004921321,1711386000119
SOL,0.0000125,0.0004908055,1711389600404
SOL,0.0000125,0.0005628805,1711393200379
SOL,0.0000169863,0.0006358902,1711396800247
SOL,0.0000317992,0.0007543935,1711400400322
SOL,0.0000659528,0.0010276228,1711404000395
SOL,0.0000644361,0.0010154888,1711407600095
SOL,0.0000561005,0.0009488037,1711411200425
SOL,0.0000209731,0.000667785,1711414800271
SOL,0.0000251218,0.0007009744,1711418400032
SOL,0.0000325052,0.0007600416,1711422000147
SOL,0.0000416268,0.0008330146,1711425600144
SOL,0.0000383582,0.0008068658,1711429200198
SOL,0.0000633346,0.0010066771,1711432800389
SOL,0.0000556322,0.0009450574,1711436400395
SOL,0.0000493646,0.0008949168,1711440000430
SOL,0.0000344089,0.0007752714,1711443600097
SOL,0.00004118,0.0008294401,1711447200249
SOL,0.0000389724,0.000811779,1711450800300
SOL,0.0000352931,0.0007823448,1711454400198
SOL,0.0000386333,0.0008090667,1711458000241
SOL,0.0000308163,0.0007465305,1711461600299
SOL,0.0000548043,0.0009384348,1711465200312
SOL,0.0000972562,0.0012780499,1711468800167
SOL,0.0000691905,0.0010535239,1711472400191
SOL,0.0000849051,0.0011792408,1711476000170
SOL,0.0000738584,0.0010908672,1711479600294
SOL,0.000042234,0.0008378722,1711483200232
SOL,0.0000486368,0.0008890943,1711486800423
SOL,0.000069967,0.0010597357,1711490400372
SOL,0.0000560857,0.0009486855,1711494000173
SOL,0.0000589307,0.0009714459,1711497600310
SOL,0.0000535965,0.0009287724,1711501200009
SOL,0.000049626,0.0008970084,1711504800429
SOL,0.0000545239,0.0009361911,1711508400459
SOL,0.0000689721,0.0010517764,1711512000375
SOL,0.0000784225,0.0011273797,1711515600249
SOL,0.0000836324,0.0011690594,1711519200290
SOL,0.0001001359,0.0013010875,1711522800033
SOL,0.0000853864,0.0011830914,1711526400206
SOL,0.0000247816,0.0006982527,1711530000022
SOL,0.0000345804,0.0007766429,1711533600083
SOL,0.0000261418,0.0007091347,1711537200351
SOL,0.0000303804,0.0007430433,1711540800104
SOL,0.00005843,0.0009674399,1711544400129
SOL,0.0000701753,0.0010614027,1711548000170
SOL,0.0000812733,0.0011501866,1711551600242
SOL,0.0001038875,0.0013311,1711555200215
SOL,0.0000524465,0.0009195716,1711558800324
SOL,0.0000766082,0.0011128654,1711562400205
SOL,0.0001138226,0.0014105808,1711566000334
SOL,0.0001203914,0.0014631315,1711569600079
SOL,0.000134236,0.001573888,1711573200331
SOL,0.0001441997,0.0016535974,1711576800248
SOL,0.0001623919,0.0017991348,1711580400027
SOL,0.0001315673,0.0015525382,1711584000253
SOL,0.0000798671,0.0011389371,1711587600025
SOL,0.0000932708,0.0012461663,1711591200176
SOL,0.0000824194,0.001159355,1711594800135
SOL,0.0001024736,0.0013197886,1711598400122
SOL,0.0000974942,0.001279954,1711602000040
SOL,0.0000799685,0.0011397482,1711605600046
SOL,0.0001276324,0.0015210592,1711609200213
SOL,0.0001297957,0.0015383653,1711612800026
SOL,0.0000598426,0.0009787405,1711616400056
SOL,0.0000666963,0.0010335707,1711620000006
SOL,0.0000717529,0.0010740235,1711623600087
SOL,0.0000696574,0.0010572594,1711627200283
SOL,0.0000760764,0.0011086112,1711630800374
SOL,0.0000651647,0.0010213179,1711634400341
SOL,0.0000646302,0.0010170416,1711638000006
SOL,0.0000797306,0.0011378449,1711641600082
SOL,0.0000570171,0.0009561366,1711645200196
SOL,0.0000609023,0.000987218,1711648800045
SOL,0.0000639549,0.0010116391,1711652400288
SOL,0.0000829927,0.0011639414,1711656000320
SOL,0.0000734727,0.0010877819,1711659600371
SOL,0.0001387261,0.0016098085,1711663200461
SOL,0.0001459927,0.0016679418,1711666800038
SOL,0.0001942651,0.0020541206,1711670400304
SOL,0.000106658,0.0013532639,1711674000275
SOL,0.0001225528,0.0014804223,1711677600408
SOL,0.0001308292,0.001546634,1711681200010
SOL,0.0001408101,0.0016264806,1711684800058
SOL,0.0001257167,0.0015057335,1711688400028
SOL,0.0001209822,0.0014678578,1711692000399
SOL,0.0001082681,0.0013661452,1711695600056
SOL,0.0000985206,0.0012881644,1711699200200
SOL,0.0000164199,0.0006313593,1711702800055
SOL,0.0000311095,0.0007488763,1711706400049
SOL,0.0000239207,0.0006913654,1711710000267
SOL,0.0000770433,0.0011163464,1711713600275
SOL,0.0000935933,0.0012487464,1711717200056
SOL,0.0001086417,0.001369134,1711720800116
SOL,0.0001296992,0.0015375937,1711724400178
SOL,0.0001571772,0.0017574174,1711728000153
SOL,0.0000817889,0.0011543108,1711731600260
SOL,0.0000861295,0.0011890359,1711735200321
SOL,0.0000952952,0.0012623619,1711738800301
SOL,0.0001079952,0.0013639617,1711742400409
SOL,0.0001331874,0.0015654992,1711746000077
SOL,0.0001727195,0.001881756,1711749600377
SOL,0.0001886272,0.0020090175,1711753200020
SOL,0.0001964355,0.0020714839,1711756800404
SOL,0.0001226508,0.0014812064,1711760400129
SOL,0.0001310395,0.0015483161,1711764000034
SOL,0.0001495401,0.0016963206,1711767600142
SOL,0.0001716441,0.0018731531,1711771200344
SOL,0.0001679906,0.0018439249,1711774800380
SOL,0.0002235449,0.0022883593,1711778400281
SOL,0.0002107503,0.0021860021,1711782000252
SOL,0.0001953094,0.0020624756,1711785600172
SOL,0.0000842595,0.0011740758,1711789200114
SOL,0.0001132066,0.0014056526,1711792800383
SOL,0.0001282795,0.0015262362,1711796400331
SOL,0.0001544763,0.0017358102,1711800000371
SOL,0.0002145879,0.0022167028,1711803600185
SOL,0.0002522898,0.0025183182,1711807200053
SOL,0.0002499508,0.0024996061,1711810800003
SOL,0.0001941398,0.0020531181,1711814400258
SOL,0.000109963,0.0013797039,1711818000090
SOL,0.0001140919,0.0014127355,1711821600300
SOL,0.0001221886,0.0014775089,1711825200059
SOL,0.0001009097,0.0013072776,1711828800276
SOL,0.0001351092,0.001580874,1711832400067
SOL,0.0001349695,0.0015797563,1711836000143
SOL,0.0001408826,0.0016270605,1711839600051
SOL,0.0001373598,0.0015988787,1711843200021
SOL,0.000095849,0.0012667917,1711846800117
SOL,0.0001128754,0.0014030033,1711850400239
SOL,0.0001219922,0.0014759372,1711854000343
SOL,0.000122725,0.0014818003,1711857600166
SOL,0.0001353987,0.0015831897,1711861200300
SOL,0.0001522207,0.0017177659,1711864800099
SOL,0.0001785568,0.0019284542,1711868400276
SOL,0.000198067,0.0020845361,1711872000098
SOL,0.0001270936,0.001516749,1711875600027
SOL,0.0001322336,0.0015578688,1711879200215
SOL,0.0001443949,0.0016551593,1711882800253
SOL,0.0001633908,0.0018071262,1711886400436
SOL,0.0001750493,0.0019003944,1711890000234
SOL,0.0001786639,0.001929311,1711893600287
SOL,0.000180068,0.0019405443,1711897200309
SOL,0.0001862479,0.0019899835,1711900800120
SOL,0.000115416,0.0014233282,1711904400329
SOL,0.0001424096,0.0016392769,1711908000056
SOL,0.0001627935,0.0018023478,1711911600250
SOL,0.0002305613,0.0023444903,1711915200042
SOL,0.0002151687,0.0022213493,1711918800311
SOL,0.0001362945,0.0015903563,1711922400192
SOL,0.0001357095,0.001585676,1711926000346
SOL,0.000186709,0.0019936723,1711929600210
SOL,0.0001276627,0.0015213014,1711933200029
SOL,0.0001405396,0.0016243171,1711936800024
SOL,0.0001210062,0.0014680495,1711940400031
SOL,0.0000831888,0.0011655101,1711944000261
SOL,0.0000874395,0.0011995157,1711947600281
SOL,0.000088287,0.001206296,1711951200200
SOL,0.0000575166,0.0009601326,1711954800177
SOL,0.0000643428,0.0010147421,1711958400337
SOL,0.0000585065,0.0009680523,1711962000109
SOL,0.0000711913,0.0010695306,1711965600065
SOL,0.0000930994,0.0012447953,1711969200284
SOL,0.0000990614,0.0012924915,1711972800002
SOL,0.0001071188,0.0013569502,1711976400223
SOL,0.0001208892,0.0014671136,1711980000318
SOL,0.0001349902,0.0015799215,1711983600439
SOL,0.0000277803,0.000722242,1711987200099
SOL,0.0000125,0.00042861,1711990800051
SOL,0.0000125,0.0005600313,1711994400397
SOL,0.0000125,0.0004849685,1711998000423
SOL,0.0000125,0.0004882155,1712001600078
SOL,0.00001474,0.0006179203,1712005200094
SOL,0.0000142809,0.0006142471,1712008800063
SOL,0.000036357,0.0007908558,1712012400076
SOL,0.0000417155,0.0008337237,1712016000460
SOL,0.0000131497,0.0006051977,1712019600088
SOL,0.0000125,0.0005861046,1712023200410
SOL,0.0000125,0.0005360482,1712026800157
SOL,0.0000219601,0.0006756808,1712030400080
SOL,0.0000220434,0.0006763472,1712034000186
SOL,0.0000125,0.0005839588,1712037600111
SOL,0.0000195649,0.0006565192,1712041200006
SOL,0.0000441848,0.0008534788,1712044800182
SOL,0.0000279785,0.0007238277,1712048400426
SOL,0.000024184,0.000693472,1712052000335
SOL,0.0000381054,0.0008048434,1712055600162
SOL,0.000035471,0.0007837682,1712059200115
SOL,0.0000502706,0.0009021648,1712062800237
SOL,0.0000579239,0.0009633911,1712066400220
SOL,0.0000125,0.0004793553,1712070000055
SOL,0.0000125,0.0004827426,1712073600428
SOL,0.0000125,0.0003104524,1712077200088
SOL,0.0000125,0.0003959771,1712080800366
SOL,0.0000125,0.0003275259,1712084400291
SOL,0.0000125,0.0003292456,1712088000224
SOL,0.0000125,0.0004891501,1712091600365
SOL,0.0000125,0.0005188503,1712095200125
SOL,0.0000125,0.000506842,1712098800188
SOL,0.0000267955,0.000714364,1712102400447
SOL,0.0000125,0.0003616965,1712106000030
SOL,0.0000125,0.0003205169,1712109600334
SOL,0.0000125,0.0003704934,1712113200047
SOL,0.0000125,0.0003359456,1712116800081
SOL,0.0000125,0.0003514249,1712120400244
SOL,0.0000125,0.0003905061,1712124000405
SOL,0.0000125,0.0004377842,1712127600317
SOL,0.0000125,0.0004706806,1712131200138
SOL,0.0000125,0.0003791305,1712134800333
SOL,0.0000125,0.0004897298,1712138400288
SOL,0.0000125,0.0005407718,1712142000454
SOL,0.0000125,0.0004787572,1712145600098
SOL,0.0000125,0.0005913259,1712149200374
SOL,0.0000125,0.0005927774,1712152800242
SOL,0.0000125,0.0004904845,1712156400117
SOL,0.0000125,0.0005799643,1712160000377
SOL,0.0000125,0.0005368092,1712163600286
SOL,0.000015877,0.0006270161,1712167200365
SOL,0.0000160782,0.0006286252,1712170800189
SOL,0.0000196627,0.0006573015,1712174400389
SOL,0.0000405047,0.0008240373,1712178000099
SOL,0.0000321801,0.0007574408,1712181600344
SOL,0.0000405165,0.0008241322,1712185200025
SOL,0.000051041,0.0009083276,1712188800241
SOL,0.000030763,0.0007461043,1712192400322
SOL,0.0000341347,0.000773078,1712196000194
SOL,0.0000125,0.0005113363,1712199600351
SOL,0.0000125,0.0005142469,1712203200339
SOL,0.0000125,0.0005138493,1712206800200
SOL,0.0000125,0.000445799,1712210400017
SOL,0.0000125,0.0004266626,1712214000122
SOL,0.0000138358,0.0006106865,1712217600059
SOL,0.0000125,0.0005559366,1712221200002
SOL,0.0000216504,0.0006732028,1712224800380
SOL,0.000017247,0.0006379758,1712228400073
SOL,0.0000217221,0.0006737767,1712232000032
SOL,0.0000196562,0.0006572495,1712235600239
SOL,0.0000657863,0.0010262906,1712239200314
SOL,0.0001057368,0.0013458944,1712242800246
SOL,0.0001251779,0.0015014232,1712246400200
SOL,0.0000731502,0.0010852015,1712250000087
SOL,0.0000800629,0.0011405035,1712253600356
SOL,0.0000755069,0.0011040554,1712257200037
SOL,0.0000125,0.0005679123,1712260800100
SOL,0.0000125,0.0005610232,1712264400178
SOL,0.0000125,0.000449057,1712268000093
SOL,0.0000125,0.0004603148,1712271600385
SOL,0.0000125,0.0003827624,1712275200026
SOL,0.0000125,0.0003315632,1712278800433
SOL,0.0000125,0.000428397,1712282400106
SOL,0.0000125,0.0002385117,1712286000265
SOL,0.0000125,0.0001779107,1712289600031
SOL,0.0000125,0.0003641666,1712293200031
SOL,0.0000125,-0.0001405012,1712296800252
SOL,0.0000048816,-0.0004609474,1712300400433
SOL,0.0000125,-0.0003492757,1712304000148
SOL,-0.0000090953,-0.000572762,1712307600191
SOL,-0.0000206962,-0.0006655693,1712311200055
SOL,-0.0000253525,-0.0007028199,1712314800273
SOL,0.0000125,-0.0003109674,1712318400022
SOL,0.0000125,-0.0000944683,1712322000030
SOL,0.0000125,0.0000110703,1712325600335
SOL,0.0000125,0.0001193926,1712329200311
SOL,0.0000125,0.0002353413,1712332800032
SOL,0.0000125,0.0001809399,1712336400007
SOL,0.0000125,0.0001947021,1712340000394
SOL,0.0000125,0.0002068326,1712343600030
SOL,0.0000125,0.0001812766,1712347200032
SOL,0.0000125,0.000238243,1712350800371
SOL,0.0000125,0.0002895707,1712354400048
SOL,0.0000125,0.0003354397,1712358000281
SOL,0.0000125,0.0003355506,1712361600122
SOL,0.0000125,0.0003136628,1712365200037
SOL,0.0000125,0.0003738701,1712368800413
SOL,0.0000125,0.0004264444,1712372400243
SOL,0.0000125,0.0004555079,1712376000125
SOL,0.0000125,0.0004165621,1712379600068
SOL,0.0000125,0.0003686253,1712383200372
SOL,0.0000125,0.0003341804,1712386800057
SOL,0.0000125,0.0004046695,1712390400029
SOL,0.0000125,0.0002728949,1712394000405
SOL,0.0000125,0.0003290264,1712397600315
SOL,0.0000125,0.0004067281,1712401200244
SOL,0.0000125,0.0004550784,1712404800375
SOL,0.0000125,0.0005167796,1712408400161
SOL,0.0000125,0.0004784549,1712412000351
SOL,0.0000125,0.000449901,1712415600214
SOL,0.0000125,0.0004342322,1712419200247
SOL,0.0000125,0.0003214744,1712422800333
SOL,0.0000125,0.0002840403,1712426400375
SOL,0.0000125,0.0003176252,1712430000433
SOL,0.0000125,0.0003537567,1712433600312
SOL,0.0000125,0.0004315003,1712437200211
SOL,0.0000125,0.0004160624,1712440800407
SOL,0.0000125,0.000301323,1712444400007
SOL,0.0000125,0.00044005,1712448000118
SOL,0.0000125,0.0003786343,1712451600167
SOL,0.0000125,0.0002852771,1712455200428
SOL,0.0000125,0.0004677023,1712458800348
SOL,0.0000125,0.0003737076,1712462400356
SOL,0.0000125,0.0004965921,1712466000035
SOL,0.0000125,0.0004966128,1712469600159
SOL,0.0000125,0.0005546058,1712473200035
SOL,0.0000125,0.0005450654,1712476800078
SOL,0.0000125,0.0003284433,1712480400035
SOL,0.0000125,0.0004025198,1712484000264
SOL,0.0000125,0.0003743534,1712487600196
SOL,0.0000125,0.0004156059,1712491200405
SOL,0.0000125,0.0004165803,1712494800201
SOL,0.0000125,0.000372884,1712498400026
SOL,0.0000125,0.0004035644,1712502000364
SOL,0.0000125,0.0003654059,1712505600157
SOL,0.0000125,0.0002471911,1712509200110
SOL,0.0000125,0.000302785,1712512800152
SOL,0.0000125,0.0003078163,1712516400140
SOL,0.0000125,0.0002880301,1712520000089
SOL,0.0000125,0.0002577283,1712523600060
SOL,0.0000125,0.0002915889,1712527200169
SOL,0.0000125,0.0003778895,1712530800356
SOL,0.0000125,0.0005208943,1712534400009
SOL,0.0000125,0.0004433915,1712538000135
SOL,0.0000125,0.0005500788,1712541600306
SOL,0.0000125,0.0005366705,1712545200317
SOL,0.0000125,0.0005018573,1712548800147
SOL,0.0000125,0.0005377858,1712552400436
SOL,0.0000125,0.0005267784,1712556000134
SOL,0.0000125,0.0005791932,1712559600293
SOL,0.0000125,0.0005736529,1712563200209
SOL,0.0000125,0.0004104349,1712566800217
SOL,0.0000125,0.0004577744,1712570400393
SOL,0.0000125,0.000583365,1712574000166
SOL,0.000026158,0.0007092638,1712577600145
SOL,0.000023289,0.0006863119,1712581200355
SOL,0.0000319742,0.0007557936,1712584800124
SOL,0.0000321108,0.0007568868,1712588400132
SOL,0.0000175697,0.0006405573,1712592000410
SOL,0.0000125,0.0004500156,1712595600008
SOL,0.0000125,0.0005247621,1712599200396
SOL,0.0000153806,0.0006230452,1712602800246
SOL,0.0000182986,0.0006463888,1712606400149
SOL,0.000020578,0.0006646242,1712610000372
SOL,0.0000299103,0.0007392823,1712613600272
SOL,0.0000479639,0.0008837116,1712617200030
SOL,0.0000809798,0.0011478384,1712620800322
SOL,0.0000519003,0.0009152024,1712624400161
SOL,0.0000579217,0.0009633738,1712628000058
SOL,0.0000823378,0.0011587025,1712631600099
SOL,0.0000353743,0.000782994,1712635200228
SOL,0.0000125,0.0005964107,1712638800259
SOL,0.0000197218,0.0006577746,1712642400048
SOL,0.0000209484,0.0006675869,1712646000097
SOL,0.0000258514,0.0007068109,1712649600227
SOL,0.0000211249,0.000668999,1712653200299
SOL,0.0000391547,0.0008132379,1712656800161
SOL,0.0000465745,0.0008725962,1712660400277
SOL,0.0000539325,0.0009314602,1712664000165
SOL,0.0000757865,0.0011062917,1712667600020
SOL,0.0000590194,0.0009721553,1712671200067
SOL,0.0000341966,0.0007735725,1712674800428
SOL,0.0000320055,0.0007560437,1712678400253
SOL,0.0000251234,0.0007009872,1712682000043
SOL,0.0000152443,0.0006219542,1712685600168
SOL,0.0000305288,0.0007442303,1712689200184
SOL,0.0000328062,0.0007624493,1712692800032
SOL,0.0000477606,0.0008820847,1712696400060
SOL,0.0000506216,0.0009049731,1712700000042
SOL,0.0000562183,0.000949746,1712703600444
SOL,0.00007171,0.0010736797,1712707200114
SOL,0.000041954,0.0008356322,1712710800205
SOL,0.0000481659,0.000885327,1712714400097
SOL,0.0000424765,0.0008398119,1712718000311
SOL,0.0000134106,0.0006072851,1712721600438
SOL,0.0000487541,0.0008900328,1712725200424
SOL,0.0000503041,0.0009024329,1712728800352
SOL,0.0000431414,0.0008451309,1712732400155
SOL,0.0000505663,0.0009045307,1712736000254
SOL,0.0000259645,0.0007077158,1712739600079
SOL,0.0000300184,0.0007401474,1712743200027
SOL,0.0000251439,0.0007011514,1712746800092
SOL,0.0000150835,0.0006206683,1712750400060
SOL,0.0000222236,0.0006777889,1712754000168
SOL,0.0000290434,0.0007323474,1712757600065
SOL,0.0000235778,0.0006886225,1712761200319
SOL,0.0000215454,0.000672363,1712764800260
SOL,0.0000125,0.0005387408,1712768400143
SOL,0.0000333958,0.0007671661,1712772000090
SOL,0.0000427993,0.0008423945,1712775600108
SOL,0.0000448045,0.0008584358,1712779200096
SOL,0.0000522155,0.0009177239,1712782800369
SOL,0.0000642061,0.0010136488,1712786400094
SOL,0.0000627033,0.001001626,1712790000293
SOL,0.0000865961,0.0011927691,1712793600013
SOL,0.0000484494,0.0008875952,1712797200007
SOL,0.0000560774,0.0009486192,1712800800156
SOL,0.0000580153,0.0009641221,1712804400066
SOL,0.0000670572,0.0010364579,1712808000320
SOL,0.0000547559,0.000938047,1712811600120
SOL,0.0000624868,0.000999894,1712815200172
SOL,0.0000703405,0.0010627242,1712818800071
SOL,0.000074309,0.0010944723,1712822400197
SOL,0.0000495568,0.0008964542,1712826000307
SOL,0.0000265901,0.0007127208,1712829600261
SOL,0.0000125,0.000541957,1712833200213
SOL,0.0000175969,0.0006407753,1712836800047
SOL,0.0000228151,0.0006825209,1712840400004
SOL,0.0000498696,0.0008989565,1712844000272
SOL,0.0000819528,0.0011556222,1712847600104
SOL,0.0001053065,0.001342452,1712851200058
SOL,0.0000600049,0.0009800391,1712854800292
SOL,0.0000694099,0.001055279,1712858400198
SOL,0.0000739217,0.0010913737,1712862000301
SOL,0.0000859632,0.0011877057,1712865600119
SOL,0.0001020281,0.0013162249,1712869200031
SOL,0.0000740711,0.0010925685,1712872800110
SOL,0.0000951976,0.0012615804,1712876400177
SOL,0.0000845743,0.0011765943,1712880000103
SOL,0.0000125,0.0005931765,1712883600160
SOL,0.0000186283,0.0006490267,1712887200147
SOL,0.000024983,0.0006998637,1712890800100
SOL,0.00002794,0.0007235203,1712894400129
SOL,0.0000313396,0.0007507169,1712898000191
SOL,0.0000375533,0.0008004264,1712901600199
SOL,0.0000416509,0.000833207,1712905200114
SOL,0.0000704207,0.0010633654,1712908800056
SOL,0.0000279875,0.0007238999,1712912400336
SOL,0.0000346012,0.0007768097,1712916000123
SOL,0.0000277344,0.0007218754,1712919600034
SOL,0.0000249774,0.0006998189,1712923200096
SOL,0.0000292169,0.0007337355,1712926800016
SOL,0.0000239737,0.0006917898,1712930400123
SOL,0.0000179947,0.0006439574,1712934000048
SOL,0.0000245287,0.0006962297,1712937600205
SOL,0.0000125,0.0005728513,1712941200427
SOL,0.0000125,0.0004348535,1712944800198
