date,apy24h,volume24hUsd,feesAndRewards24hUsd,cumulativeFeesAndRewardsUsd,stakingYieldA,stakingYieldB
2025-03-16T01:00:00.000Z,0.003220299692654629619035021110717416739,1426140.4532656102,129.0657110206,143219.79726401671097121532785684936605,,
2025-03-16T02:00:00.000Z,0.003220299692654629619035021110717416739,1426140.4532656102,129.0657110206,143219.79726401671097121532785684936605,,
2025-03-16T03:00:00.000Z,0.003220299692654629619035021110717416739,1426140.4532656102,129.0657110206,143219.79726401671097121532785684936605,,
2025-03-16T04:00:00.000Z,0.003220299692654629619035021110717416739,1426140.4532656102,129.0657110206,143219.79726401671097121532785684936605,,
2025-03-16T05:00:00.000Z,0.003220299692654629619035021110717416739,1426140.4532656102,129.0657110206,143219.79726401671097121532785684936605,,
2025-03-16T06:00:00.000Z,0.003220299692654629619035021110717416739,1426140.4532656102,129.0657110206,143219.79726401671097121532785684936605,,
2025-03-16T07:00:00.000Z,0.003220299692654629619035021110717416739,1426140.4532656102,129.0657110206,143219.79726401671097121532785684936605,,
2025-03-16T08:00:00.000Z,0.005358899674681268426681238873342268701,2485084.056714047,224.9001071326,143219.79726401671097121532785684936605,,
2025-03-16T09:00:00.000Z,0.004177681486971059566300132140018499648,1966000.8805568493,177.9230796904,143350.5518111469249787812383428693634,,
2025-03-16T10:00:00.000Z,0.004177681486971059566300132140018499648,1966000.8805568493,177.9230796904,143350.5518111469249787812383428693634,,
2025-03-16T11:00:00.000Z,0.004721469272793393508560110002112864384,2224760.5607778057,201.3408307504,143373.96956220692458659086350297932492,,
2025-03-16T12:00:00.000Z,0.004721469272793393508560110002112864384,2224760.5607778057,201.3408307504,143373.96956220692458659086350297932492,,
2025-03-16T13:00:00.000Z,0.005619978562076689143979417608820495212,2647893.002822502,239.6343167554,143373.96956220692458659086350297932492,,
2025-03-16T14:00:00.000Z,0.005619978562076689143979417608820495212,2647893.002822502,239.6343167554,143412.26304821197743746480308185473988,,
2025-03-16T15:00:00.000Z,0.005619978562076689143979417608820495212,2647893.002822502,239.6343167554,143412.26304821197743746480308185473988,,
2025-03-16T16:00:00.000Z,0.00444514302608185683681245223232190988,2126693.7480139993,192.4657841953,143412.26304821197743746480308185473988,,
2025-03-16T17:00:00.000Z,0.004672680493075642781069993043884765196,2230920.1391624394,201.8982725942,143412.26304821197743746480308185473988,,
2025-03-16T18:00:00.000Z,0.004672680493075642781069993043884765196,2230920.1391624394,201.8982725942,143421.69553661090640383931960031473988,,
2025-03-16T19:00:00.000Z,0.004672680493075642781069993043884765196,2230920.1391624394,201.8982725942,143421.69553661090640383931960031473988,,
2025-03-16T20:00:00.000Z,0.004930375557369133131509796376132181127,2349220.2761419415,212.6044349908,143421.69553661090640383931960031473988,,
2025-03-16T21:00:00.000Z,0.005863549713984004485943851125846189308,2776631.802433843,251.2851781203,143432.40169900755698028445773986580713,,
2025-03-16T22:00:00.000Z,0.005863549713984004485943851125846189308,2776631.802433843,251.2851781203,143471.08244213697647800095362192226809,,
2025-03-16T23:00:00.000Z,0.005863549713984004485943851125846189308,2776631.8024338423,251.2851781203,143471.08244213697647800095362192226809,,
2025-03-17T00:00:00.000Z,0.005863549713984004485943851125846189308,2776631.802433843,251.2851781203,143471.08244213697647800095362192226809,,
2025-03-17T01:00:00.000Z,0.005863549713984004485943851125846189308,2776631.802433843,251.2851781203,143471.08244213697647800095362192226809,,
2025-03-17T02:00:00.000Z,0.005863549713984004485943851125846189308,2776631.802433843,251.2851781203,143471.08244213697647800095362192226809,,
2025-03-17T03:00:00.000Z,0.005863549713984004485943851125846189308,2776631.8024338423,251.2851781203,143471.08244213697647800095362192226809,,
2025-03-17T04:00:00.000Z,0.005863549713984004485943851125846189308,2776631.8024338423,251.2851781203,143471.08244213697647800095362192226809,,
2025-03-17T05:00:00.000Z,0.004316772486105898436345834613167840976,2033765.7047630837,184.0557962811,143471.08244213697647800095362192226809,,
2025-03-17T06:00:00.000Z,0.004316772486105898436345834613167840976,2033765.7047630837,184.0557962811,143471.08244213697647800095362192226809,,
2025-03-17T07:00:00.000Z,0.004181097943369943542103365650410724964,1950364.9792643916,176.5080306234,143471.08244213697647800095362192226809,,
2025-03-17T08:00:00.000Z,0.003915287263881820727585746236332764798,1823403.7309015687,165.0180376466,143515.5698487935201422354558056876173,,
2025-03-17T09:00:00.000Z,0.003915287263881820727585746236332764798,1823403.7309015687,165.0180376466,143515.5698487935201422354558056876173,,
2025-03-17T10:00:00.000Z,0.003915287263881820727585746236332764798,1823403.7309015687,165.0180376466,143515.5698487935201422354558056876173,,
2025-03-17T11:00:00.000Z,0.003915287263881820727585746236332764798,1823403.7309015687,165.0180376466,143515.5698487935201422354558056876173,,
2025-03-17T12:00:00.000Z,0.003371934615233252312665218294812383853,1564644.050680612,141.6002865866,143515.5698487935201422354558056876173,,
2025-03-17T13:00:00.000Z,0.00247542843160400061134710998325898367,1141511.6086359157,103.3068005815,143515.5698487935201422354558056876173,,
2025-03-17T14:00:00.000Z,0.00247542843160400061134710998325898367,1141511.6086359157,103.3068005815,143515.5698487935201422354558056876173,,
